,Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,indicator_label,indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,Current_Season_Week_Ending_Label,COVID_season,suppression_flag
13115,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,December Week 3,12/16/2023 12:00:00 AM,8.4,2.4163,1061,12/13/2025 12:00:00 AM,2023-2024,0
13116,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 3,12/16/2023 12:00:00 AM,23.9,5.546,1061,12/13/2025 12:00:00 AM,2023-2024,0
13117,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 3,12/16/2023 12:00:00 AM,54.2,5.9005,1061,12/13/2025 12:00:00 AM,2023-2024,0
13118,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,December Week 4,12/23/2023 12:00:00 AM,13.8,1.1029,113298,12/20/2025 12:00:00 AM,2023-2024,0
13119,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,December Week 4,12/23/2023 12:00:00 AM,13.8,1.1029,113298,12/20/2025 12:00:00 AM,2023-2024,0
13120,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,December Week 4,12/23/2023 12:00:00 AM,7.8,2.5555,880,12/20/2025 12:00:00 AM,2023-2024,0
13121,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 4,12/23/2023 12:00:00 AM,24.5,5.2249,880,12/20/2025 12:00:00 AM,2023-2024,0
13122,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 4,12/23/2023 12:00:00 AM,53.9,7.259299999999999,880,12/20/2025 12:00:00 AM,2023-2024,0
13123,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,December Week 5,12/30/2023 12:00:00 AM,14.3,0.536,113298,12/27/2025 12:00:00 AM,2023-2024,0
13124,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,December Week 5,12/30/2023 12:00:00 AM,14.3,0.536,113298,12/27/2025 12:00:00 AM,2023-2024,0
13125,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,December Week 5,12/30/2023 12:00:00 AM,11.3,3.9763,569,12/27/2025 12:00:00 AM,2023-2024,0
13126,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,December Week 5,12/30/2023 12:00:00 AM,29.0,8.782,569,12/27/2025 12:00:00 AM,2023-2024,0
13127,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,December Week 5,12/30/2023 12:00:00 AM,45.4,8.140499999999998,569,12/27/2025 12:00:00 AM,2023-2024,0
13128,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,January Week 1,01/06/2024 12:00:00 AM,14.8,0.536,113298,01/03/2026 12:00:00 AM,2023-2024,0
13129,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,January Week 1,01/06/2024 12:00:00 AM,14.8,0.536,113298,01/03/2026 12:00:00 AM,2023-2024,0
13130,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,January Week 1,01/06/2024 12:00:00 AM,10.6,2.1466,2356,01/03/2026 12:00:00 AM,2023-2024,0
13131,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 1,01/06/2024 12:00:00 AM,26.0,3.6319,2356,01/03/2026 12:00:00 AM,2023-2024,0
13132,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,01/06/2024 12:00:00 AM,48.5,4.1986,2356,01/03/2026 12:00:00 AM,2023-2024,0
13133,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,January Week 2,01/13/2024 12:00:00 AM,15.1,0.6119999999999999,113298,01/10/2026 12:00:00 AM,2023-2024,0
13134,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,January Week 2,01/13/2024 12:00:00 AM,15.1,0.6119999999999999,113298,01/10/2026 12:00:00 AM,2023-2024,0
13135,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,January Week 2,01/13/2024 12:00:00 AM,10.2,2.2622,3370,01/10/2026 12:00:00 AM,2023-2024,0
13136,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 2,01/13/2024 12:00:00 AM,25.2,2.7903,3370,01/10/2026 12:00:00 AM,2023-2024,0
13137,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,01/13/2024 12:00:00 AM,49.6,3.5238,3370,01/10/2026 12:00:00 AM,2023-2024,0
13138,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,January Week 3,01/20/2024 12:00:00 AM,15.3,0.6624999999999999,113298,01/17/2026 12:00:00 AM,2023-2024,0
13139,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,January Week 3,01/20/2024 12:00:00 AM,15.3,0.6624999999999999,113298,01/17/2026 12:00:00 AM,2023-2024,0
13140,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,January Week 3,01/20/2024 12:00:00 AM,9.7,2.1401,3212,01/17/2026 12:00:00 AM,2023-2024,0
13141,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,01/20/2024 12:00:00 AM,26.6,3.7265,3212,01/17/2026 12:00:00 AM,2023-2024,0
13142,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,01/20/2024 12:00:00 AM,48.4,3.8744,3212,01/17/2026 12:00:00 AM,2023-2024,0
13143,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,January Week 4,01/27/2024 12:00:00 AM,15.5,0.5010999999999999,113298,01/24/2026 12:00:00 AM,2023-2024,0
13144,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,January Week 4,01/27/2024 12:00:00 AM,15.5,0.5010999999999999,113298,01/24/2026 12:00:00 AM,2023-2024,0
13145,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,January Week 4,01/27/2024 12:00:00 AM,8.5,1.8175,2678,01/24/2026 12:00:00 AM,2023-2024,0
13146,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,01/27/2024 12:00:00 AM,22.7,3.1602,2678,01/24/2026 12:00:00 AM,2023-2024,0
13147,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,01/27/2024 12:00:00 AM,53.3,3.6409,2678,01/24/2026 12:00:00 AM,2023-2024,0
13148,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,February Week 1,02/03/2024 12:00:00 AM,15.7,0.5010999999999999,113298,01/31/2026 12:00:00 AM,2023-2024,0
13149,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,February Week 1,02/03/2024 12:00:00 AM,15.7,0.5010999999999999,113298,01/31/2026 12:00:00 AM,2023-2024,0
13150,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,February Week 1,02/03/2024 12:00:00 AM,9.2,1.9118,2764,01/31/2026 12:00:00 AM,2023-2024,0
13151,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,02/03/2024 12:00:00 AM,23.3,2.9123,2764,01/31/2026 12:00:00 AM,2023-2024,0
13152,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,02/03/2024 12:00:00 AM,51.8,3.633,2764,01/31/2026 12:00:00 AM,2023-2024,0
13153,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,February Week 2,02/10/2024 12:00:00 AM,15.7,0.5343999999999999,113298,02/07/2026 12:00:00 AM,2023-2024,0
13154,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,February Week 2,02/10/2024 12:00:00 AM,15.7,0.5343999999999999,113298,02/07/2026 12:00:00 AM,2023-2024,0
13155,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,February Week 2,02/10/2024 12:00:00 AM,7.6,2.0482,2375,02/07/2026 12:00:00 AM,2023-2024,0
13156,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,02/10/2024 12:00:00 AM,24.1,5.2924,2375,02/07/2026 12:00:00 AM,2023-2024,0
13157,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,02/10/2024 12:00:00 AM,52.6,3.9808,2375,02/07/2026 12:00:00 AM,2023-2024,0
13158,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,February Week 3,02/17/2024 12:00:00 AM,15.9,0.5864,113298,02/14/2026 12:00:00 AM,2023-2024,0
13159,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,February Week 3,02/17/2024 12:00:00 AM,15.9,0.5864,113298,02/14/2026 12:00:00 AM,2023-2024,0
13160,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,February Week 3,02/17/2024 12:00:00 AM,8.8,2.3417,2170,02/14/2026 12:00:00 AM,2023-2024,0
13161,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,02/17/2024 12:00:00 AM,24.0,4.3666,2170,02/14/2026 12:00:00 AM,2023-2024,0
13162,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,02/17/2024 12:00:00 AM,51.3,4.6169,2170,02/14/2026 12:00:00 AM,2023-2024,0
13163,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,February Week 4,02/24/2024 12:00:00 AM,16.2,0.5864,113298,02/21/2026 12:00:00 AM,2023-2024,0
13164,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,February Week 4,02/24/2024 12:00:00 AM,16.2,0.5864,113298,02/21/2026 12:00:00 AM,2023-2024,0
13165,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,February Week 4,02/24/2024 12:00:00 AM,7.4,1.8721,2208,02/21/2026 12:00:00 AM,2023-2024,0
13166,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,02/24/2024 12:00:00 AM,23.3,3.3972,2208,02/21/2026 12:00:00 AM,2023-2024,0
13167,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,02/24/2024 12:00:00 AM,53.0,4.0125,2208,02/21/2026 12:00:00 AM,2023-2024,0
13168,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,March Week 1,03/02/2024 12:00:00 AM,16.4,0.5373999999999999,113298,02/28/2026 12:00:00 AM,2023-2024,0
13169,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,March Week 1,03/02/2024 12:00:00 AM,16.4,0.5373999999999999,113298,02/28/2026 12:00:00 AM,2023-2024,0
13170,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,March Week 1,03/02/2024 12:00:00 AM,7.3,1.7517,2423,02/28/2026 12:00:00 AM,2023-2024,0
13171,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,03/02/2024 12:00:00 AM,24.4,3.5605,2423,02/28/2026 12:00:00 AM,2023-2024,0
13172,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,03/02/2024 12:00:00 AM,51.9,3.7841,2423,02/28/2026 12:00:00 AM,2023-2024,0
13173,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,March Week 2,03/09/2024 12:00:00 AM,16.4,0.5373999999999999,113298,03/07/2026 12:00:00 AM,2023-2024,0
13174,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,March Week 2,03/09/2024 12:00:00 AM,16.4,0.5373999999999999,113298,03/07/2026 12:00:00 AM,2023-2024,0
13175,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,March Week 2,03/09/2024 12:00:00 AM,8.7,2.1869,2136,03/07/2026 12:00:00 AM,2023-2024,0
13176,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 2,03/09/2024 12:00:00 AM,23.9,3.7707,2136,03/07/2026 12:00:00 AM,2023-2024,0
13177,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 2,03/09/2024 12:00:00 AM,51.0,4.021,2136,03/07/2026 12:00:00 AM,2023-2024,0
13178,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,March Week 3,03/16/2024 12:00:00 AM,16.4,0.5373999999999999,113298,03/14/2026 12:00:00 AM,2023-2024,0
13179,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,March Week 3,03/16/2024 12:00:00 AM,16.4,0.5373999999999999,113298,03/14/2026 12:00:00 AM,2023-2024,0
13180,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,March Week 3,03/16/2024 12:00:00 AM,6.6,1.4232,2327,03/14/2026 12:00:00 AM,2023-2024,0
13181,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 3,03/16/2024 12:00:00 AM,21.6,3.1399,2327,03/14/2026 12:00:00 AM,2023-2024,0
13182,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 3,03/16/2024 12:00:00 AM,55.4,3.5639,2327,03/14/2026 12:00:00 AM,2023-2024,0
13183,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,March Week 4,03/23/2024 12:00:00 AM,16.4,0.5373999999999999,113298,03/21/2026 12:00:00 AM,2023-2024,0
13184,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,March Week 4,03/23/2024 12:00:00 AM,16.4,0.5373999999999999,113298,03/21/2026 12:00:00 AM,2023-2024,0
13185,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,March Week 4,03/23/2024 12:00:00 AM,8.0,2.5713,2158,03/21/2026 12:00:00 AM,2023-2024,0
13186,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 4,03/23/2024 12:00:00 AM,25.4,3.5292,2158,03/21/2026 12:00:00 AM,2023-2024,0
13187,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 4,03/23/2024 12:00:00 AM,50.2,4.2761,2158,03/21/2026 12:00:00 AM,2023-2024,0
13188,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,March Week 5,03/30/2024 12:00:00 AM,16.6,0.5373999999999999,113298,03/28/2026 12:00:00 AM,2023-2024,0
13189,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,March Week 5,03/30/2024 12:00:00 AM,16.6,0.5373999999999999,113298,03/28/2026 12:00:00 AM,2023-2024,0
13190,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,March Week 5,03/30/2024 12:00:00 AM,9.5,3.089,2277,03/28/2026 12:00:00 AM,2023-2024,0
13191,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,03/30/2024 12:00:00 AM,27.2,6.4051,2277,03/28/2026 12:00:00 AM,2023-2024,0
13192,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,03/30/2024 12:00:00 AM,46.6,5.337,2277,03/28/2026 12:00:00 AM,2023-2024,0
13193,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,April Week 1,04/06/2024 12:00:00 AM,16.8,0.566,113298,04/04/2026 12:00:00 AM,2023-2024,0
13194,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,April Week 1,04/06/2024 12:00:00 AM,16.8,0.566,113298,04/04/2026 12:00:00 AM,2023-2024,0
13195,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,April Week 1,04/06/2024 12:00:00 AM,7.1,3.3056,1300,04/04/2026 12:00:00 AM,2023-2024,0
13196,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 1,04/06/2024 12:00:00 AM,23.3,4.5321,1300,04/04/2026 12:00:00 AM,2023-2024,0
13197,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 1,04/06/2024 12:00:00 AM,52.8,5.378,1300,04/04/2026 12:00:00 AM,2023-2024,0
13198,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,April Week 2,04/13/2024 12:00:00 AM,16.9,0.5814,113298,04/11/2026 12:00:00 AM,2023-2024,0
13199,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,April Week 2,04/13/2024 12:00:00 AM,16.9,0.5814,113298,04/11/2026 12:00:00 AM,2023-2024,0
13200,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,April Week 2,04/13/2024 12:00:00 AM,8.8,2.3157,3124,04/11/2026 12:00:00 AM,2023-2024,0
13201,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 2,04/13/2024 12:00:00 AM,21.7,2.5566,3124,04/11/2026 12:00:00 AM,2023-2024,0
13202,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 2,04/13/2024 12:00:00 AM,52.7,3.2127,3124,04/11/2026 12:00:00 AM,2023-2024,0
13203,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,April Week 3,04/20/2024 12:00:00 AM,16.9,0.5814,113298,04/18/2026 12:00:00 AM,2023-2024,0
13204,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,April Week 3,04/20/2024 12:00:00 AM,16.9,0.5814,113298,04/18/2026 12:00:00 AM,2023-2024,0
13205,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,April Week 3,04/20/2024 12:00:00 AM,8.3,1.8428,2488,04/18/2026 12:00:00 AM,2023-2024,0
13206,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 3,04/20/2024 12:00:00 AM,23.1,2.7937,2488,04/18/2026 12:00:00 AM,2023-2024,0
13207,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 3,04/20/2024 12:00:00 AM,51.7,3.3064,2488,04/18/2026 12:00:00 AM,2023-2024,0
13208,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,April Week 4,04/27/2024 12:00:00 AM,17.0,0.5768999999999999,113298,04/25/2026 12:00:00 AM,2023-2024,0
13209,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,April Week 4,04/27/2024 12:00:00 AM,17.0,0.5768999999999999,113298,04/25/2026 12:00:00 AM,2023-2024,0
13210,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,April Week 4,04/27/2024 12:00:00 AM,6.3,1.4643,2462,04/25/2026 12:00:00 AM,2023-2024,0
13211,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 4,04/27/2024 12:00:00 AM,22.0,3.5149,2462,04/25/2026 12:00:00 AM,2023-2024,0
13212,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 4,04/27/2024 12:00:00 AM,54.8,4.0139,2462,04/25/2026 12:00:00 AM,2023-2024,0
13213,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,May Week 1,05/04/2024 12:00:00 AM,17.1,0.5768999999999999,113298,05/02/2026 12:00:00 AM,2023-2024,0
13214,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,May Week 1,05/04/2024 12:00:00 AM,17.1,0.5768999999999999,113298,05/02/2026 12:00:00 AM,2023-2024,0
13215,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,May Week 1,05/04/2024 12:00:00 AM,7.1,1.8639,2029,05/02/2026 12:00:00 AM,2023-2024,0
13216,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 1,05/04/2024 12:00:00 AM,21.3,3.468,2029,05/02/2026 12:00:00 AM,2023-2024,0
13217,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 1,05/04/2024 12:00:00 AM,54.5,4.31,2029,05/02/2026 12:00:00 AM,2023-2024,0
13218,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,May Week 2,05/11/2024 12:00:00 AM,17.1,0.5809999999999998,113298,05/09/2026 12:00:00 AM,2023-2024,0
13219,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,May Week 2,05/11/2024 12:00:00 AM,17.1,0.5809999999999998,113298,05/09/2026 12:00:00 AM,2023-2024,0
13220,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,May Week 2,05/11/2024 12:00:00 AM,7.7,2.0859,2352,05/09/2026 12:00:00 AM,2023-2024,0
13221,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 2,05/11/2024 12:00:00 AM,23.1,3.3524,2352,05/09/2026 12:00:00 AM,2023-2024,0
13222,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 2,05/11/2024 12:00:00 AM,52.0,3.858,2352,05/09/2026 12:00:00 AM,2023-2024,0
13223,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,May Week 3,05/18/2024 12:00:00 AM,17.3,0.5833,113298,05/16/2026 12:00:00 AM,2023-2024,0
13224,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,May Week 3,05/18/2024 12:00:00 AM,17.3,0.5833,113298,05/16/2026 12:00:00 AM,2023-2024,0
13225,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,May Week 3,05/18/2024 12:00:00 AM,6.2,1.6142,2426,05/16/2026 12:00:00 AM,2023-2024,0
13226,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 3,05/18/2024 12:00:00 AM,21.2,3.0131,2426,05/16/2026 12:00:00 AM,2023-2024,0
13227,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 3,05/18/2024 12:00:00 AM,55.3,3.8794,2426,05/16/2026 12:00:00 AM,2023-2024,0
13228,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,May Week 4,05/25/2024 12:00:00 AM,17.3,0.5833,113298,05/23/2026 12:00:00 AM,2023-2024,0
13229,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,May Week 4,05/25/2024 12:00:00 AM,17.3,0.5833,113298,05/23/2026 12:00:00 AM,2023-2024,0
13230,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,May Week 4,05/25/2024 12:00:00 AM,7.4,2.1196,2435,05/23/2026 12:00:00 AM,2023-2024,0
13231,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 4,05/25/2024 12:00:00 AM,22.2,3.1737,2435,05/23/2026 12:00:00 AM,2023-2024,0
13232,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 4,05/25/2024 12:00:00 AM,53.2,3.7704,2435,05/23/2026 12:00:00 AM,2023-2024,0
13233,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,June Week 1,06/01/2024 12:00:00 AM,17.3,0.5833,113298,05/30/2026 12:00:00 AM,2023-2024,0
13234,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,June Week 1,06/01/2024 12:00:00 AM,17.3,0.5833,113298,05/30/2026 12:00:00 AM,2023-2024,0
13235,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,June Week 1,06/01/2024 12:00:00 AM,6.5,1.7701,2207,05/30/2026 12:00:00 AM,2023-2024,0
13236,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,June Week 1,06/01/2024 12:00:00 AM,23.0,3.5508,2207,05/30/2026 12:00:00 AM,2023-2024,0
13237,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely or probably will not get a vaccine,June Week 1,06/01/2024 12:00:00 AM,53.2,3.7483,2207,05/30/2026 12:00:00 AM,2023-2024,0
13238,COVID,National,National,Urbanicity,Rural (Non-MSA),Up-to-date,Yes,June Week 2,06/08/2024 12:00:00 AM,17.3,0.5833,113298,06/06/2026 12:00:00 AM,2023-2024,0
13239,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Received a vaccination,June Week 2,06/08/2024 12:00:00 AM,17.3,0.5833,113298,06/06/2026 12:00:00 AM,2023-2024,0
13240,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Definitely will get a vaccine,June Week 2,06/08/2024 12:00:00 AM,6.1,1.9563,2455,06/06/2026 12:00:00 AM,2023-2024,0
13241,COVID,National,National,Urbanicity,Rural (Non-MSA),4-level vaccination and intent,Probably will get a vaccine or are unsure,June Week 2,06/08/2024 12:00:00 AM,24.0,3.6369,2455,06/06/2026 12:00:00 AM,2023-2024,0
